Race,,Dist,500,Time,100.56
Split,Time,Secs,Vel,SR,
25,6.23,6.23,4.01,140,
50,10.66,4.43,5.64,150,
75,15.05,4.39,5.69,142.86,
100,19.42,4.37,5.73,139.86,
125,23.91,4.49,5.57,138.46,
150,28.57,4.66,5.36,135.68,
175,33.34,4.76,5.25,131.58,
200,38.14,4.8,5.2,129.81,
225,42.97,4.82,5.18,127.06,
250,47.79,4.82,5.19,129.31,
275,52.68,4.89,5.11,128.88,
300,57.61,4.93,5.07,127.66,
325,62.6,4.99,5.01,123.29,
350,67.78,5.18,4.82,121.46,
375,73.14,5.36,4.66,120.54,
400,78.54,5.4,4.63,118.34,
425,83.9,5.36,4.66,118.58,
450,89.26,5.36,4.66,116.13,
475,94.93,5.66,4.42,111.8,
500,100.56,5.63,4.44,109.53,
Av,,5.03,5.02,128.04,
