Race,,Dist,200,Time,40.19
Split,Time,Secs,Vel,SR,
25,6.32,6.32,3.96,134.4,
50,10.89,4.57,5.47,147.78,
75,15.53,4.64,5.39,141.18,
100,20.27,4.74,5.27,140.52,
125,25.04,4.77,5.24,139.86,
150,29.91,4.88,5.13,134.23,
175,34.98,5.07,4.93,127.66,
200,40.18,5.2,4.81,125.58,
Av,,5.02,5.03,136.4,
