Race,,Dist,500,Time,106.73
Split,Time,Secs,Vel,SR,
25,6.76,6.76,3.7,127.08,
50,11.42,4.67,5.36,129.5,
75,16.16,4.74,5.28,125.58,
100,20.85,4.7,5.32,125.58,
125,25.64,4.79,5.22,123.57,
150,30.62,4.98,5.02,119.7,
175,35.68,5.06,4.94,119.28,
200,40.77,5.08,4.92,119.47,
225,46.01,5.24,4.77,116.63,
250,51.32,5.31,4.71,115.88,
275,56.72,5.4,4.63,114.94,
300,62.11,5.39,4.64,114.41,
325,67.42,5.31,4.71,115.88,
350,72.85,5.43,4.6,116.28,
375,78.35,5.49,4.55,114.41,
400,83.96,5.61,4.45,112.57,
425,89.53,5.57,4.49,112.27,
450,95.04,5.51,4.54,112.73,
475,100.81,5.77,4.33,109.09,
500,106.72,5.91,4.23,107.36,
Av,,5.34,4.72,117.61,
