Race,,Dist,500,Time,105.17
Split,Time,Secs,Vel,SR,
25,6.39,6.39,3.91,142.13,
50,10.81,4.42,5.66,144.23,
75,15.36,4.55,5.5,129.19,
100,20.05,4.69,5.33,126.76,
125,24.86,4.81,5.2,125.87,
150,29.72,4.87,5.14,124.14,
175,34.62,4.9,5.1,127.06,
200,39.47,4.84,5.16,126.76,
225,44.39,4.93,5.07,125.52,
250,49.53,5.13,4.87,125.29,
275,54.71,5.19,4.82,122.95,
300,59.98,5.27,4.75,123.46,
325,65.25,5.27,4.75,122.2,
350,70.74,5.49,4.55,120.48,
375,76.24,5.5,4.55,118.11,
400,81.85,5.61,4.45,115.88,
425,87.62,5.77,4.33,115.38,
450,93.42,5.79,4.32,113.64,
475,99.26,5.84,4.28,111.73,
500,105.16,5.9,4.24,110.29,
Av,,5.26,4.8,123.55,
