Race,,Dist,200,Time,44.15
Split,Time,Secs,Vel,SR,
25,7.39,7.39,3.38,128.83,
50,12.35,4.97,5.03,139.24,
75,17.35,5,5,137.3,
100,22.47,5.11,4.89,134.42,
125,27.72,5.25,4.76,131.29,
150,33.09,5.37,4.66,128.4,
175,38.57,5.48,4.56,126.32,
200,44.15,5.59,4.48,123.83,
Av,,5.52,4.6,131.2,
