Race,,Dist,1000,Time,228.42
Split,Time,Secs,Vel,SR,
25,6.73,6.73,3.71,126.51,
50,11.45,4.72,5.3,126.46,
75,16.15,4.7,5.32,122.76,
100,21.02,4.87,5.13,117.9,
125,26.06,5.04,4.96,114.56,
150,31.33,5.27,4.74,112.5,
175,36.68,5.35,4.67,110.66,
200,42.05,5.37,4.66,110.43,
225,47.52,5.47,4.57,108.87,
250,53.04,5.52,4.53,105.68,
275,58.63,5.59,4.47,108,
300,64.2,5.56,4.49,108,
325,69.93,5.74,4.36,105.47,
350,75.64,5.71,4.38,105.88,
375,81.44,5.79,4.31,104.85,
400,87.18,5.74,4.35,105.06,
425,92.91,5.73,4.36,104.65,
450,98.71,5.8,4.31,103.25,
475,104.5,5.79,4.32,102.66,
500,110.33,5.83,4.29,103.25,
525,116.21,5.88,4.25,102.27,
550,122.03,5.82,4.3,104.35,
575,127.92,5.9,4.24,105.06,
600,133.85,5.93,4.22,103.05,
625,139.81,5.96,4.19,102.66,
650,145.75,5.94,4.21,102.86,
675,151.69,5.94,4.21,101.89,
700,157.6,5.91,4.23,102.86,
725,163.54,5.94,4.21,101.69,
750,169.51,5.97,4.19,100.93,
775,175.48,5.97,4.19,101.87,
800,181.29,5.81,4.3,101.27,
825,187.27,5.98,4.18,99.82,
850,193.15,5.88,4.25,103.85,
875,199.07,5.92,4.22,103.63,
900,204.8,5.73,4.36,103.45,
925,210.59,5.79,4.32,101.91,
950,216.5,5.91,4.23,101.89,
975,222.43,5.93,4.21,101.31,
1000,228.42,5.99,4.18,100.56,
Av,,5.71,4.4,106.36,
