Race,,Dist,200,Time,39.97
Split,Time,Secs,Vel,SR,
25,6.71,6.71,3.73,128.64,
50,11.27,4.56,5.49,140.26,
75,15.76,4.49,5.57,138.25,
100,20.43,4.67,5.35,133.66,
125,25.18,4.75,5.26,128.88,
150,30.01,4.84,5.17,129.59,
175,34.93,4.91,5.09,127.96,
200,39.96,5.04,4.97,128.48,
Av,,5,5.08,131.96,
