Race,,Dist,1000,Time,03:30.3
Split,Time,Secs,Vel,SR,
25,6.61,6.61,3.78,122.45,
50,11.09,4.48,5.58,130.79,
75,15.54,4.45,5.61,126.76,
100,20.15,4.61,5.43,122.14,
125,24.88,4.73,5.29,119.73,
150,29.7,4.83,5.18,114.83,
175,34.71,5.01,4.99,113.21,
200,39.71,5,5,113.45,
225,44.76,5.04,4.96,110.6,
250,49.89,5.13,4.87,110.66,
275,55.08,5.19,4.82,108.35,
300,01:00.3,5.26,4.75,106.19,
325,01:05.6,5.25,4.76,106.67,
350,01:10.8,5.26,4.75,104.65,
375,01:16.2,5.31,4.71,104.8,
400,01:21.5,5.34,4.68,102.13,
425,01:26.9,5.4,4.63,100.42,
450,01:32.4,5.45,4.59,100.42,
475,01:37.8,5.47,4.57,101.48,
500,01:43.3,5.5,4.55,99.79,
525,01:48.8,5.48,4.56,101.31,
550,01:54.2,5.4,4.63,100.21,
575,01:59.6,5.42,4.61,101.48,
600,02:05.0,5.41,4.62,101.69,
625,02:10.4,5.43,4.6,101.27,
650,02:15.9,5.43,4.61,101.91,
675,02:21.3,5.43,4.6,100.42,
700,02:26.8,5.49,4.56,101.31,
725,02:32.1,5.3,4.72,103,
750,02:37.4,5.31,4.71,105.96,
775,02:42.7,5.34,4.69,107.36,
800,02:48.1,5.35,4.67,109.09,
825,02:53.3,5.2,4.81,111.11,
850,02:58.5,5.17,4.83,112.73,
875,03:03.6,5.14,4.86,114.16,
900,03:08.7,5.12,4.88,116.38,
925,03:13.9,5.13,4.88,118.16,
950,03:19.1,5.22,4.79,116.63,
975,03:24.5,5.39,4.64,113.92,
1000,03:30.3,5.85,4.27,103.67,
Av,,5.26,4.78,109.03,
