Race,,Dist,200,Time,42.39
Split,Time,Secs,Vel,SR,
25,7.07,7.07,3.53,117.29,
50,11.81,4.73,5.28,140.85,
75,16.61,4.8,5.21,139.53,
100,21.55,4.94,5.06,135.75,
125,26.55,5,5,133.63,
150,31.68,5.12,4.88,129.87,
175,37,5.33,4.69,128.21,
200,42.39,5.39,4.64,123.71,
Av,,5.3,4.79,131.1,
