Race,,Dist,200,Time,44.14
Split,Time,Secs,Vel,SR,
25,7.22,7.22,3.46,119.66,
50,12.19,4.96,5.04,139.86,
75,17.18,4.99,5.01,136.08,
100,22.32,5.13,4.87,133.93,
125,27.59,5.28,4.74,130.95,
150,32.96,5.36,4.66,129.59,
175,38.48,5.52,4.53,128.16,
200,44.15,5.67,4.41,124.76,
Av,,5.52,4.59,130.37,
