Race,,Dist,1000,Time,236.97
Split,Time,Secs,Vel,SR,
25,7.39,7.39,3.38,117.65,
50,12.62,5.23,4.78,126.85,
75,17.9,5.28,4.73,123.71,
100,23.29,5.38,4.64,119.73,
125,28.86,5.57,4.49,116.28,
150,34.51,5.65,4.43,114.94,
175,40.08,5.57,4.49,113.21,
200,45.78,5.7,4.39,111.73,
225,51.6,5.82,4.3,109.69,
250,57.47,5.87,4.26,107.78,
275,63.33,5.86,4.27,105.45,
300,69.27,5.94,4.21,104.25,
325,75.23,5.96,4.19,102.86,
350,81.25,6.02,4.15,100.56,
375,87.21,5.95,4.2,101.12,
400,93.22,6.01,4.16,102.04,
425,99.24,6.02,4.15,103.45,
450,105.37,6.12,4.08,101.69,
475,111.36,5.99,4.17,101.5,
500,117.38,6.02,4.15,100.75,
525,123.4,6.02,4.15,102.04,
550,129.39,5.99,4.17,99.82,
575,135.41,6.02,4.15,101.69,
600,141.36,5.95,4.2,100.56,
625,147.31,5.95,4.2,101.89,
650,153.26,5.95,4.2,101.12,
675,159.27,6.01,4.16,100,
700,165.29,6.02,4.15,102.39,
725,171.34,6.05,4.14,101.89,
750,177.31,5.97,4.18,102.66,
775,183.3,5.99,4.18,102.47,
800,189.35,6.05,4.13,104.9,
825,195.39,6.04,4.14,104.85,
850,201.28,5.88,4.25,106.57,
875,207.17,5.9,4.24,106.09,
900,213.11,5.94,4.21,107.14,
925,219.03,5.92,4.22,105.68,
950,224.99,5.96,4.2,107.14,
975,231,6.02,4.16,107.72,
1000,236.97,5.97,4.19,105.47,
Av,,5.92,4.23,106.43,
