Race,,Dist,1000m,Time,03:47.1
Split,Time,Secs,Vel,SR,
25,6.85,6.85,3.65,127.08,
50,11.6,4.75,5.26,133.93,
75,16.49,4.89,5.11,129.5,
100,21.43,4.94,5.06,124.14,
125,26.52,5.1,4.91,118.94,
150,31.68,5.15,4.85,115.88,
175,36.88,5.2,4.81,116.13,
200,42.16,5.28,4.74,114.5,
225,47.51,5.35,4.67,112.27,
250,52.96,5.45,4.58,110.66,
275,58.39,5.43,4.6,109.09,
300,01:04.0,5.64,4.43,108.5,
325,01:09.8,5.73,4.36,106.72,
350,01:15.6,5.78,4.33,103.85,
375,01:21.2,5.63,4.44,104.45,
400,01:26.9,5.75,4.35,101.69,
425,01:32.7,5.74,4.35,102.27,
450,01:38.4,5.75,4.35,100.75,
475,01:44.2,5.76,4.34,101.12,
500,01:49.9,5.76,4.34,100.63,
525,01:55.9,5.9,4.24,99.45,
550,02:01.6,5.78,4.33,100.37,
575,02:07.6,5.94,4.21,99.63,
600,02:13.4,5.87,4.26,100,
625,02:19.3,5.89,4.25,99.82,
650,02:25.3,5.93,4.21,98.9,
675,02:31.2,5.9,4.24,99.08,
700,02:37.1,5.93,4.22,99.45,
725,02:43.1,5.99,4.18,98.16,
750,02:49.1,6.01,4.16,98.36,
775,02:54.9,5.86,4.27,98.72,
800,03:00.8,5.86,4.27,100.37,
825,03:06.6,5.82,4.3,100.84,
850,03:12.5,5.93,4.21,100.75,
875,03:18.4,5.84,4.28,102.47,
900,03:24.2,5.81,4.3,102.86,
925,03:30.0,5.8,4.31,103.65,
950,03:35.7,5.74,4.36,104.05,
975,03:41.3,5.6,4.46,106.51,
1000,03:47.1,5.81,4.3,104.65,
Av,,5.68,4.42,106.5,
