Race,,Dist,500,Time,107.82
Split,Time,Secs,Vel,SR,
25,6.8,6.8,3.68,131.76,
50,11.37,4.57,5.47,144.93,
75,16.01,4.64,5.38,141.18,
100,20.73,4.72,5.3,132.35,
125,25.62,4.88,5.12,127.12,
150,30.57,4.96,5.04,123.57,
175,35.7,5.12,4.88,122.73,
200,40.83,5.13,4.87,121.46,
225,45.97,5.13,4.87,121.9,
250,51.35,5.38,4.65,118.34,
275,56.86,5.51,4.54,120.24,
300,62.33,5.47,4.57,119.52,
325,67.82,5.5,4.55,118.81,
350,73.33,5.51,4.54,117.9,
375,78.81,5.48,4.56,116.5,
400,84.49,5.68,4.4,115.83,
425,90.21,5.72,4.37,115.16,
450,96.01,5.8,4.31,111.52,
475,101.81,5.8,4.31,108.65,
500,107.82,6.01,4.16,102.13,
Av,,5.39,4.68,121.58,
