Race,,Dist,1000,Time,223.2
Split,Time,Secs,Vel,SR,
25,6.51,6.51,3.84,124.01,
50,11.07,4.56,5.48,134.33,
75,15.61,4.55,5.5,127.66,
100,20.32,4.71,5.31,122.76,
125,25.08,4.76,5.25,119.47,
150,30.02,4.94,5.06,116.5,
175,35.04,5.02,4.98,113.68,
200,40.17,5.12,4.88,109.34,
225,45.3,5.13,4.87,107.62,
250,50.62,5.32,4.7,106.51,
275,55.92,5.31,4.71,107.38,
300,61.28,5.35,4.67,104.45,
325,66.55,5.27,4.75,103.9,
350,71.99,5.44,4.6,105.03,
375,77.49,5.51,4.54,101.31,
400,83.02,5.52,4.53,101.27,
425,88.57,5.56,4.5,99.59,
450,94.12,5.55,4.51,100.21,
475,99.74,5.62,4.45,100.75,
500,105.4,5.65,4.42,100.63,
525,111.03,5.64,4.44,98.9,
550,116.7,5.66,4.41,97.17,
575,122.42,5.72,4.37,100.42,
600,128.17,5.76,4.34,98.36,
625,133.99,5.82,4.3,96.77,
650,139.9,5.91,4.23,97.12,
675,145.63,5.73,4.36,95.81,
700,151.48,5.86,4.27,96.19,
725,157.33,5.85,4.28,98.54,
750,163.08,5.76,4.34,95.81,
775,168.91,5.83,4.29,96,
800,174.69,5.77,4.33,100.19,
825,180.62,5.94,4.21,100.56,
850,186.54,5.92,4.23,100,
875,192.55,6.01,4.16,98.72,
900,198.53,5.98,4.18,95.62,
925,204.66,6.13,4.08,95.58,
950,210.62,5.96,4.19,92.66,
975,216.83,6.21,4.03,92.94,
1000,223.21,6.38,3.92,94.41,
Av,,5.58,4.51,103.7,
