Race,,Dist,1000,Time,260.26
Split,Time,Secs,Vel,SR,
25,7.23,7.23,3.46,114.2,
50,12.62,5.39,4.63,118.81,
75,18.1,5.48,4.56,112.27,
100,23.73,5.63,4.44,108,
125,29.5,5.77,4.34,106.3,
150,35.41,5.92,4.23,106.09,
175,41.36,5.95,4.2,104.53,
200,47.43,6.07,4.12,102.66,
225,53.64,6.21,4.03,101.69,
250,59.91,6.28,3.98,100.37,
275,66.25,6.34,3.94,98.52,
300,72.7,6.45,3.88,96.6,
325,79.2,6.5,3.84,95.41,
350,85.76,6.56,3.81,93.31,
375,92.37,6.61,3.78,94.57,
400,99.08,6.71,3.73,92.94,
425,105.81,6.73,3.71,90.5,
450,112.58,6.77,3.69,90.45,
475,119.31,6.72,3.72,90.45,
500,126.06,6.75,3.7,90,
525,132.85,6.8,3.68,88.09,
550,139.66,6.81,3.67,89.11,
575,146.34,6.68,3.74,89.4,
600,153.05,6.71,3.72,90.15,
625,159.79,6.74,3.71,89.7,
650,166.61,6.82,3.66,89.15,
675,173.39,6.78,3.69,90.3,
700,180.07,6.68,3.74,90.76,
725,186.82,6.75,3.71,89.55,
750,193.58,6.76,3.7,89.85,
775,200.32,6.74,3.71,90.45,
800,207.01,6.69,3.74,89.7,
825,213.58,6.57,3.81,91.53,
850,220.11,6.53,3.83,93.91,
875,226.79,6.68,3.74,91.32,
900,233.6,6.81,3.67,92.94,
925,240.53,6.93,3.61,90.91,
950,247.13,6.6,3.79,93.43,
975,253.64,6.51,3.84,93.43,
1000,260.26,6.62,3.78,87.8,
Av,,6.51,3.86,95.48,
