Race,,Dist,1000m,Time,03:47.3
Split,Time,Secs,Vel,SR,
25,7,7,3.57,120,
50,11.77,4.77,5.24,123.57,
75,16.57,4.79,5.22,116.38,
100,21.58,5.01,4.99,114.29,
125,26.79,5.21,4.8,110.88,
150,32.08,5.29,4.73,109.09,
175,37.43,5.35,4.67,107.57,
200,42.89,5.46,4.58,106.51,
225,48.33,5.44,4.6,108.6,
250,53.9,5.57,4.49,106.93,
275,59.46,5.57,4.49,104.65,
300,01:05.1,5.61,4.46,104.05,
325,01:10.7,5.64,4.43,104.85,
350,01:16.4,5.66,4.42,103.23,
375,01:22.1,5.76,4.34,101.69,
400,01:27.9,5.75,4.35,100.56,
425,01:33.6,5.71,4.38,100,
450,01:39.5,5.86,4.27,98.36,
475,01:45.4,5.93,4.22,96.97,
500,01:51.2,5.83,4.29,99.26,
525,01:57.0,5.83,4.29,99.26,
550,02:02.9,5.86,4.27,99.59,
575,02:08.7,5.81,4.3,99.82,
600,02:14.6,5.87,4.26,98.72,
625,02:20.5,5.88,4.25,97.17,
650,02:26.5,6.01,4.16,96.09,
675,02:32.5,6.03,4.15,98.36,
700,02:38.5,5.95,4.2,97.96,
725,02:44.4,5.98,4.18,96.77,
750,02:50.3,5.91,4.23,98.18,
775,02:56.2,5.89,4.25,98.9,
800,03:02.0,5.79,4.32,102.13,
825,03:07.8,5.8,4.31,101.69,
850,03:13.6,5.8,4.31,103.25,
875,03:19.3,5.66,4.41,103.85,
900,03:24.9,5.66,4.42,103.85,
925,03:30.6,5.64,4.44,106.3,
950,03:36.1,5.55,4.5,106.72,
975,03:41.7,5.55,4.5,104.8,
1000,03:47.3,5.65,4.42,103.05,
Av,,5.68,4.42,103.85,
