Race,,Dist,200,Time,44.47
Split,Time,Secs,Vel,SR,
25,7.18,7.18,3.48,140.35,
50,12.34,5.16,4.84,149.07,
75,17.43,5.08,4.92,146.67,
100,22.64,5.21,4.8,143.43,
125,27.98,5.34,4.68,139.24,
150,33.37,5.39,4.64,140.9,
175,38.88,5.51,4.54,139.26,
200,44.48,5.59,4.47,137.4,
Av,,5.56,4.55,142.04,
