Race,,Dist,500,Time,01:38.2
Split,Time,Secs,Vel,SR,
25,6.43,6.43,3.89,132.88,
50,10.68,4.24,5.89,155.04,
75,14.96,4.28,5.84,142.48,
100,19.39,4.43,5.64,135.34,
125,23.95,4.56,5.49,132.35,
150,28.6,4.65,5.37,131.29,
175,33.26,4.66,5.36,126.76,
200,38.1,4.84,5.17,121.52,
225,42.99,4.89,5.11,119.73,
250,47.78,4.8,5.21,124.42,
275,52.71,4.92,5.08,120.81,
300,57.66,4.95,5.05,123.57,
325,01:02.6,4.98,5.02,123.57,
350,01:07.6,4.96,5.05,124.14,
375,01:12.6,4.97,5.03,122.95,
400,01:17.6,4.99,5.01,121.62,
425,01:22.6,5.04,4.96,122.17,
450,01:27.7,5.1,4.9,122.73,
475,01:32.8,5.13,4.87,121.95,
500,01:38.2,5.32,4.7,120.27,
Av,,4.91,5.13,127.28,
